year,conference,paper,author,institute
2018,IJCAI Artificial Intelligence,R-SVM+: Robust Learning with Privileged Information,Xue Li,Wuhan University
2018,IJCAI Artificial Intelligence,R-SVM+: Robust Learning with Privileged Information,Bo Du,Wuhan University
2018,IJCAI Artificial Intelligence,R-SVM+: Robust Learning with Privileged Information,Chang Xu,University of Sydney
2018,IJCAI Artificial Intelligence,R-SVM+: Robust Learning with Privileged Information,Yipeng Zhang,Wuhan University
2018,IJCAI Artificial Intelligence,R-SVM+: Robust Learning with Privileged Information,Lefei Zhang,Wuhan University
2018,IJCAI Artificial Intelligence,R-SVM+: Robust Learning with Privileged Information,Dacheng Tao,University of Sydney
2018,IJCAI Artificial Intelligence,From Conjunctive Queries to Instance Queries in Ontology-Mediated Querying,Cristina Feier,University of Bremen
2018,IJCAI Artificial Intelligence,From Conjunctive Queries to Instance Queries in Ontology-Mediated Querying,Carsten Lutz,University of Bremen
2018,IJCAI Artificial Intelligence,From Conjunctive Queries to Instance Queries in Ontology-Mediated Querying,Frank Wolte,University of Liverpool
2018,IJCAI Artificial Intelligence,What game are we playing? End-to-end learning in normal and extensive form games,Chun Kai Ling,Carnegie Mellon University
2018,IJCAI Artificial Intelligence,What game are we playing? End-to-end learning in normal and extensive form games,Fei Fang,Carnegie Mellon University
2018,IJCAI Artificial Intelligence,What game are we playing? End-to-end learning in normal and extensive form games,J. Zico Kolter,Carnegie Mellon University
2018,IJCAI Artificial Intelligence,Commonsense Knowledge Aware Conversation Generation with Graph Attention,Hao Zhou,Tsinghua University
2018,IJCAI Artificial Intelligence,Commonsense Knowledge Aware Conversation Generation with Graph Attention,Tom Young,Beijing Institute of Technology
2018,IJCAI Artificial Intelligence,Commonsense Knowledge Aware Conversation Generation with Graph Attention,Minlie Huang,Tsinghua University
2018,IJCAI Artificial Intelligence,Commonsense Knowledge Aware Conversation Generation with Graph Attention,Haizhou Zhao,Sogou
2018,IJCAI Artificial Intelligence,Commonsense Knowledge Aware Conversation Generation with Graph Attention,Jingfang Xu,Sogou
2018,IJCAI Artificial Intelligence,Commonsense Knowledge Aware Conversation Generation with Graph Attention,Xiaoyan Zhu,Tsinghua University
2018,IJCAI Artificial Intelligence,A Degeneracy Framework for Graph Similarity,Giannis Nikolentzos,Ãcole Polytechnique
2018,IJCAI Artificial Intelligence,A Degeneracy Framework for Graph Similarity,Polykarpos Meladianos,Athens University of Economics and Business
2018,IJCAI Artificial Intelligence,A Degeneracy Framework for Graph Similarity,Stratis Limnios,Ãcole Polytechnique
2018,IJCAI Artificial Intelligence,A Degeneracy Framework for Graph Similarity,Michalis Vazirgiannis,Ãcole Polytechnique
2018,INFOCOM Networking,Understanding Ethereum via Graph Analysis,Ting Chen,University of Electronic Science and Technology of China
2018,INFOCOM Networking,Understanding Ethereum via Graph Analysis,Yuxiao Zhu,Guangdong University of Technology
2018,INFOCOM Networking,Understanding Ethereum via Graph Analysis,Zihao Li,University of Electronic Science and Technology of China
2018,INFOCOM Networking,Understanding Ethereum via Graph Analysis,Jiachi Chen,Hong Kong Polytechnic University
2018,INFOCOM Networking,Understanding Ethereum via Graph Analysis,Xiaoqi Li,Hong Kong Polytechnic University
2018,INFOCOM Networking,Understanding Ethereum via Graph Analysis,Xiapu Luo,Hong Kong Polytechnic University
2018,INFOCOM Networking,Understanding Ethereum via Graph Analysis,Xiaodong Lin,Wilfrid Laurier University
2018,INFOCOM Networking,Understanding Ethereum via Graph Analysis,Xiaosong Zhang,University of Electronic Science and Technology of China
2018,INFOCOM Networking,WiFED: WiFi Friendly Energy Delivery with Distributed Beamforming,Subhramoy Mohanti,Northeastern University
2018,INFOCOM Networking,WiFED: WiFi Friendly Energy Delivery with Distributed Beamforming,Elif Bozkaya,Istanbul Technical University
2018,INFOCOM Networking,WiFED: WiFi Friendly Energy Delivery with Distributed Beamforming,M. Yousof Naderi,Northeastern University
2018,INFOCOM Networking,WiFED: WiFi Friendly Energy Delivery with Distributed Beamforming,Berk Canberk,Istanbul Technical University
2018,INFOCOM Networking,WiFED: WiFi Friendly Energy Delivery with Distributed Beamforming,Kaushik Chowdhury,Northeastern University
2018,INFOCOM Networking,Optimizing Age of Information in Wireless Networks with Throughput Constraints,Igor Kadota,Massachusetts Institute of Technology
2018,INFOCOM Networking,Optimizing Age of Information in Wireless Networks with Throughput Constraints,Abhishek Sinha,Massachusetts Institute of Technology
2018,INFOCOM Networking,Optimizing Age of Information in Wireless Networks with Throughput Constraints,Eytan Modiano,Massachusetts Institute of Technology
2018,KDD Data Mining,Adversarial Attacks on Neural Networks for Graph Data,Daniel Zügner,Technical University of Munich
2018,KDD Data Mining,Adversarial Attacks on Neural Networks for Graph Data,Amir Akbarnejad,Technical University of Munich
2018,KDD Data Mining,Adversarial Attacks on Neural Networks for Graph Data,Stephan Günnemann,Technical University of Munich
2018,MOBICOM Mobile,SkyCore: Moving Core to the Edge for Untethered and Reliable UAV-based LTE Networks,Mehrdad Moradi,University of Michigan
2018,MOBICOM Mobile,SkyCore: Moving Core to the Edge for Untethered and Reliable UAV-based LTE Networks,Karthikeyan Sundaresan,NEC Labs America
2018,MOBICOM Mobile,SkyCore: Moving Core to the Edge for Untethered and Reliable UAV-based LTE Networks,Eugene Chai,NEC Labs America
2018,MOBICOM Mobile,SkyCore: Moving Core to the Edge for Untethered and Reliable UAV-based LTE Networks,Sampath Rangarajan,NEC Labs America
2018,MOBICOM Mobile,SkyCore: Moving Core to the Edge for Untethered and Reliable UAV-based LTE Networks,Z. Morley Mao,University of Michigan
2018,NeurIPS Machine Learning,Non-delusional Q-learning and Value-iteration,Tyler Lu,Google
2018,NeurIPS Machine Learning,Non-delusional Q-learning and Value-iteration,Dale Schuurmans,Google
2018,NeurIPS Machine Learning,Non-delusional Q-learning and Value-iteration,Craig Boutilier,Google
2018,NeurIPS Machine Learning,Optimal Algorithms for Non-Smooth Distributed Optimization in Networks,Kevin Scaman,Huawei
2018,NeurIPS Machine Learning,Optimal Algorithms for Non-Smooth Distributed Optimization in Networks,Francis Bach,Inria
2018,NeurIPS Machine Learning,Optimal Algorithms for Non-Smooth Distributed Optimization in Networks,SÃ©bastien Bubeck,Microsoft
2018,NeurIPS Machine Learning,Optimal Algorithms for Non-Smooth Distributed Optimization in Networks,Yin Tat Lee,Microsoft
2018,NeurIPS Machine Learning,Optimal Algorithms for Non-Smooth Distributed Optimization in Networks,Laurent MassouliÃ©,Inria
2018,NeurIPS Machine Learning,Nearly Tight Sample Complexity Bounds for Learning Mixtures of Gaussians via Sample Compression Schemes,Hassan Ashtiani,McMaster University
2018,NeurIPS Machine Learning,Nearly Tight Sample Complexity Bounds for Learning Mixtures of Gaussians via Sample Compression Schemes,Shai Ben-David,University of Waterloo
2018,NeurIPS Machine Learning,Nearly Tight Sample Complexity Bounds for Learning Mixtures of Gaussians via Sample Compression Schemes,Nick Harvey,University of British Columbia
2018,NeurIPS Machine Learning,Nearly Tight Sample Complexity Bounds for Learning Mixtures of Gaussians via Sample Compression Schemes,Christopher Liaw,University of British Columbia
2018,NeurIPS Machine Learning,Nearly Tight Sample Complexity Bounds for Learning Mixtures of Gaussians via Sample Compression Schemes,Abbas Mehrabian,McGill University
2018,NeurIPS Machine Learning,Nearly Tight Sample Complexity Bounds for Learning Mixtures of Gaussians via Sample Compression Schemes,Yaniv Plan,University of British Columbia
2018,NeurIPS Machine Learning,Neural Ordinary Differential Equations,Tian Qi Chen,University of Toronto
2018,NeurIPS Machine Learning,Neural Ordinary Differential Equations,Yulia Rubanova,University of Toronto
2018,NeurIPS Machine Learning,Neural Ordinary Differential Equations,Jesse Bettencourt,University of Toronto
2018,NeurIPS Machine Learning,Neural Ordinary Differential Equations,David Duvenaud,University of Toronto
2018,NSDI Networking,NetChain: Scale-Free Sub-RTT Coordination,Xin Jin,Johns Hopkins University
2018,NSDI Networking,NetChain: Scale-Free Sub-RTT Coordination,Xiaozhou Li,Barefoot Networks
2018,NSDI Networking,NetChain: Scale-Free Sub-RTT Coordination,Haoyu Zhang,Princeton University
2018,NSDI Networking,NetChain: Scale-Free Sub-RTT Coordination,Nate Foster,Cornell University
2018,NSDI Networking,NetChain: Scale-Free Sub-RTT Coordination,Jeongkeun Lee,Barefoot Networks
2018,NSDI Networking,NetChain: Scale-Free Sub-RTT Coordination,Robert SoulÃ©,University of Lugano
2018,NSDI Networking,NetChain: Scale-Free Sub-RTT Coordination,Changhoon Kim,Barefoot Networks
2018,NSDI Networking,NetChain: Scale-Free Sub-RTT Coordination,Ion Stoica,University of California
2018,OSDI Operating Systems,REPT: Reverse Debugging of Failures in Deployed Software,Weidong Cui,Microsoft
2018,OSDI Operating Systems,REPT: Reverse Debugging of Failures in Deployed Software,Xinyang Ge,Microsoft
2018,OSDI Operating Systems,REPT: Reverse Debugging of Failures in Deployed Software,Baris Kasikci,University of Michigan
2018,OSDI Operating Systems,REPT: Reverse Debugging of Failures in Deployed Software,Ben Niu,Microsoft
2018,OSDI Operating Systems,REPT: Reverse Debugging of Failures in Deployed Software,Upamanyu Sharma,University of Michigan
2018,OSDI Operating Systems,REPT: Reverse Debugging of Failures in Deployed Software,Ruoyu Wang,Arizona State University
2018,OSDI Operating Systems,REPT: Reverse Debugging of Failures in Deployed Software,Insu Yun,Georgia Institute of Technology
2018,OSDI Operating Systems,"LegoOS: A Disseminated, Distributed OS for Hardware Resource Disaggregation",Yizhou Shan,Purdue University
2018,OSDI Operating Systems,"LegoOS: A Disseminated, Distributed OS for Hardware Resource Disaggregation",Yutong Huang,Purdue University
2018,OSDI Operating Systems,"LegoOS: A Disseminated, Distributed OS for Hardware Resource Disaggregation",Yilun Chen,Purdue University
2018,OSDI Operating Systems,"LegoOS: A Disseminated, Distributed OS for Hardware Resource Disaggregation",Yiying Zhang,Purdue University
2018,OSDI Operating Systems,Orca: Differential Bug Localization in Large-Scale Services,Ranjita Bhagwan,Microsoft
2018,OSDI Operating Systems,Orca: Differential Bug Localization in Large-Scale Services,Rahul Kumar,Microsoft
2018,OSDI Operating Systems,Orca: Differential Bug Localization in Large-Scale Services,Chandra Sekhar Maddila,Microsoft
2018,OSDI Operating Systems,Orca: Differential Bug Localization in Large-Scale Services,Adithya Abraham Philip,Microsoft
2018,PLDI Programming Languages,Program synthesis using conflict-driven learning,Yu Feng,University of Texas at Austin
2018,PLDI Programming Languages,Program synthesis using conflict-driven learning,Ruben Martins,Carnegie Mellon University
2018,PLDI Programming Languages,Program synthesis using conflict-driven learning,Osbert Bastani,Massachusetts Institute of Technology
2018,PLDI Programming Languages,Program synthesis using conflict-driven learning,Isil Dillig,University of Texas at Austin
2018,PLDI Programming Languages,A data-driven CHC solver,He Zhu,Galois
2018,PLDI Programming Languages,A data-driven CHC solver,Stephen Magill,Galois
2018,PLDI Programming Languages,A data-driven CHC solver,Suresh Jagannathan,Purdue University
2018,PLDI Programming Languages,"The Semantics of Transactions and Weak Memory in x86, Power, ARM, and C++",Nathan Chong,weapon
2018,PLDI Programming Languages,"The Semantics of Transactions and Weak Memory in x86, Power, ARM, and C++",Tyler Sorensen,Imperial College London
2018,PLDI Programming Languages,"The Semantics of Transactions and Weak Memory in x86, Power, ARM, and C++",John Wickerson,Imperial College London
2018,PODS Databases,Entity Matching with Active Monotone Classification,Yufei Tao,The Chinese University of Hong Kong
2018,S&P Security and Privacy,On Enforcing the Digital Immunity of a Large Humanitarian Organization,Stevens Le Blond,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2018,S&P Security and Privacy,On Enforcing the Digital Immunity of a Large Humanitarian Organization,Alejandro Cuevas,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2018,S&P Security and Privacy,On Enforcing the Digital Immunity of a Large Humanitarian Organization,Juan Ramón Troncoso-Pastoriza,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2018,S&P Security and Privacy,On Enforcing the Digital Immunity of a Large Humanitarian Organization,Philipp Jovanovic,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2018,S&P Security and Privacy,On Enforcing the Digital Immunity of a Large Humanitarian Organization,Bryan Ford,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2018,S&P Security and Privacy,On Enforcing the Digital Immunity of a Large Humanitarian Organization,Jean-Pierre Hubaux,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2018,S&P Security and Privacy,DEEPSEC: Deciding Equivalence Properties in Security Protocols -- Theory and Practice,Vincent Cheval,Inria
2018,S&P Security and Privacy,DEEPSEC: Deciding Equivalence Properties in Security Protocols -- Theory and Practice,Steve Kremer,Inria
2018,S&P Security and Privacy,DEEPSEC: Deciding Equivalence Properties in Security Protocols -- Theory and Practice,Itsaka Rakotonirina,Inria
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,Amogh Dhamdhere,University of California
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,David D. Clark,Massachusetts Institute of Technology
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,Alexander Gamero-Garrido,University of California
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,Matthew Luckie,University of Waikato
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,Ricky K. P. Mok,University of California
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,Gautam Akiwate,University of California
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,Kabir Gogia,University of California
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,Vaibhav Bajpai,Technical University of Munich
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,Alex C. Snoeren,University of California
2018,SIGCOMM Networking,Inferring Persistent Interdomain Congestion,kc claffy,University of California
2018,SIGIR Information Retrieval,Should I Follow the Crowd? A Probabilistic Analysis of the Effectiveness of Popularity in Recommender Systems,Rocío Cañamares,Autonomous University of Madrid
2018,SIGIR Information Retrieval,Should I Follow the Crowd? A Probabilistic Analysis of the Effectiveness of Popularity in Recommender Systems,Pablo Castells,Autonomous University of Madrid
2018,SIGMETRICS Performance,A Refined Mean Field Approximation,Nicolas Gast,InriaBenny Van Houdt
2018,SIGMOD Databases,SuRF: Practical Range Query Filtering with Fast Succinct Tries,Huanchen Zhang,Carnegie Mellon University
2018,SIGMOD Databases,SuRF: Practical Range Query Filtering with Fast Succinct Tries,Hyeontaek Lim,Carnegie Mellon University
2018,SIGMOD Databases,SuRF: Practical Range Query Filtering with Fast Succinct Tries,Viktor Leis,Technical University of Munich
2018,SIGMOD Databases,SuRF: Practical Range Query Filtering with Fast Succinct Tries,David G. Andersen,Carnegie Mellon University
2018,SIGMOD Databases,SuRF: Practical Range Query Filtering with Fast Succinct Tries,Michael Kaminsky,Intel
2018,SIGMOD Databases,SuRF: Practical Range Query Filtering with Fast Succinct Tries,Kimberly Keeton,Hewlett Packard
2018,SIGMOD Databases,SuRF: Practical Range Query Filtering with Fast Succinct Tries,Andrew Pavlo,Carnegie Mellon University
2018,SODA Theory,Approaching 3/2 for the s-t-path TSP,Vera Traub,University of Bonn
2018,SODA Theory,Approaching 3/2 for the s-t-path TSP,Jens Vygen,University of Bonn
2018,SODA Theory,Online Bipartite Matching with Amortized O(log2 N)Replacements,Aaron Bernstein,Technical University of Berlin
2018,SODA Theory,Online Bipartite Matching with Amortized O(log2 N)Replacements,Jacob Holm,University of Copenhagen
2018,SODA Theory,Online Bipartite Matching with Amortized O(log2 N)Replacements,Eva Rotenberg,Technical University of Denmark
2018,STOC Theory,A Constant-Factor Approximation Algorithm for the Asymmetric Traveling Salesman Problem,Ola Svensson,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2018,STOC Theory,A Constant-Factor Approximation Algorithm for the Asymmetric Traveling Salesman Problem,Jakub Tarnawski,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2018,STOC Theory,A Constant-Factor Approximation Algorithm for the Asymmetric Traveling Salesman Problem,László A. Végh,London School of Economics and Political Science
2018,UIST User Interface,Authoring and Verifying Human-Robot Interactions,David Porfirio,University of WisconsinâMadison
2018,UIST User Interface,Authoring and Verifying Human-Robot Interactions,Allison SauppÃ©,University of WisconsinâLa Crosse
2018,UIST User Interface,Authoring and Verifying Human-Robot Interactions,Aws Albarghouthi,University of WisconsinâMadison
2018,UIST User Interface,Authoring and Verifying Human-Robot Interactions,Bilge Mutlu,University of WisconsinâMadison
2018,UIST User Interface,Porta: Profiling Software Tutorials Using Operating-System-Wide Activity Tracing,Alok Mysore,University of California
2018,UIST User Interface,Porta: Profiling Software Tutorials Using Operating-System-Wide Activity Tracing,Philip J. Guo,University of California
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Patrick Parzer,University of Applied Sciences Upper Austria
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Florian Perteneder,University of Applied Sciences Upper Austria
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Kathrin Probst,University of Applied Sciences Upper Austria
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Christian Rendl,University of Applied Sciences Upper Austria
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Joanne Leong,University of Applied Sciences Upper Austria
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Sarah Schuetz,University of Applied Sciences Upper Austria
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Anita Vogl,University of Applied Sciences Upper Austria
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Reinhard Schwoediauer,Johannes Kepler University Linz
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Martin Kaltenbrunner,Johannes Kepler University Linz
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Siegfried Bauer,Johannes Kepler University Linz
2018,UIST User Interface,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",Michael Haller,University of Applied Sciences Upper Austria
2018,VLDB Databases,The Ubiquity of Large Graphs and Surprising Challenges of Graph Processing: Extended Survey,Siddhartha Sahu,University of Waterloo
2018,VLDB Databases,The Ubiquity of Large Graphs and Surprising Challenges of Graph Processing: Extended Survey,Amine Mhedhbi,University of Waterloo
2018,VLDB Databases,The Ubiquity of Large Graphs and Surprising Challenges of Graph Processing: Extended Survey,Semih Salihoglu,University of Waterloo
2018,VLDB Databases,The Ubiquity of Large Graphs and Surprising Challenges of Graph Processing: Extended Survey,Jimmy Lin,University of Waterloo
2018,VLDB Databases,The Ubiquity of Large Graphs and Surprising Challenges of Graph Processing: Extended Survey,M. Tamer Ãzsu,University of Waterloo
2018,WWW World Wide Web,HighLife: Higher-arity Fact Harvesting,Patrick Ernst,Saarland Informatics CampusSaarbrücken
2018,WWW World Wide Web,HighLife: Higher-arity Fact Harvesting,Amy Siu,Saarland Informatics CampusSaarbrücken
2018,WWW World Wide Web,HighLife: Higher-arity Fact Harvesting,Gerhard Weikum,Saarland Informatics CampusSaarbrücken
2017,AAAI Artificial Intelligence,Label-Free Supervision of Neural Networks with Physics and Domain Knowledge,Russell Stewart,Stanford University
2017,AAAI Artificial Intelligence,Label-Free Supervision of Neural Networks with Physics and Domain Knowledge,Stefano Ermon,Stanford University
2017,ACL Natural Language Processing,Probabilistic Typology: Deep Generative Models of Vowel Inventories,Ryan Cotterell,Johns Hopkins University
2017,ACL Natural Language Processing,Probabilistic Typology: Deep Generative Models of Vowel Inventories,Jason Eisner,Johns Hopkins University
2017,CHI Human-Computer Interaction,Kinecting with Orangutans: Zoo Visitors' Empathetic Responses to Animals' Use of Interactive Technology,Sarah Webber,University of Melbourne
2017,CHI Human-Computer Interaction,Kinecting with Orangutans: Zoo Visitors' Empathetic Responses to Animals' Use of Interactive Technology,Marcus Carter,University of Melbourne
2017,CHI Human-Computer Interaction,Kinecting with Orangutans: Zoo Visitors' Empathetic Responses to Animals' Use of Interactive Technology,Sally Sherwen,Zoos Victoria
2017,CHI Human-Computer Interaction,Kinecting with Orangutans: Zoo Visitors' Empathetic Responses to Animals' Use of Interactive Technology,Wally Smith,University of Melbourne
2017,CHI Human-Computer Interaction,Kinecting with Orangutans: Zoo Visitors' Empathetic Responses to Animals' Use of Interactive Technology,Zaher Joukhadar,University of Melbourne
2017,CHI Human-Computer Interaction,Kinecting with Orangutans: Zoo Visitors' Empathetic Responses to Animals' Use of Interactive Technology,Frank Vetere,University of Melbourne
2017,CHI Human-Computer Interaction,"Organic Primitives: Synthesis and Design of pH-Reactive Materials using Molecular I/O for Sensing, Actuation, and Interaction",Viirj Kan,Massachusetts Institute of Technology
2017,CHI Human-Computer Interaction,"Organic Primitives: Synthesis and Design of pH-Reactive Materials using Molecular I/O for Sensing, Actuation, and Interaction",Emma Vargo,Massachusetts Institute of Technology
2017,CHI Human-Computer Interaction,"Organic Primitives: Synthesis and Design of pH-Reactive Materials using Molecular I/O for Sensing, Actuation, and Interaction",Noa Machover,Massachusetts Institute of Technology
2017,CHI Human-Computer Interaction,"Organic Primitives: Synthesis and Design of pH-Reactive Materials using Molecular I/O for Sensing, Actuation, and Interaction",Hiroshi Ishii,Massachusetts Institute of Technology
2017,CHI Human-Computer Interaction,"Organic Primitives: Synthesis and Design of pH-Reactive Materials using Molecular I/O for Sensing, Actuation, and Interaction",Serena Pan,Massachusetts Institute of Technology
2017,CHI Human-Computer Interaction,"Organic Primitives: Synthesis and Design of pH-Reactive Materials using Molecular I/O for Sensing, Actuation, and Interaction",Weixuan Chen,Massachusetts Institute of Technology
2017,CHI Human-Computer Interaction,"Organic Primitives: Synthesis and Design of pH-Reactive Materials using Molecular I/O for Sensing, Actuation, and Interaction",Yasuaki Kakehi,Keio University
2017,CHI Human-Computer Interaction,Understanding Public Evaluation: Quantifying Experimenter Intervention,Julie R. Williamson,University of Glasgow
2017,CHI Human-Computer Interaction,Understanding Public Evaluation: Quantifying Experimenter Intervention,John Williamson,University of Glasgow
2017,CHI Human-Computer Interaction,Designing Gamified Applications that Make Safe Driving More Engaging,Fabius Steinberger,Queensland University of Technology
2017,CHI Human-Computer Interaction,Designing Gamified Applications that Make Safe Driving More Engaging,Ronald Schroeter,Queensland University of Technology
2017,CHI Human-Computer Interaction,Designing Gamified Applications that Make Safe Driving More Engaging,Marcus Foth,Queensland University of Technology
2017,CHI Human-Computer Interaction,Designing Gamified Applications that Make Safe Driving More Engaging,Daniel Johnson,Queensland University of Technology
2017,CHI Human-Computer Interaction,Illumination Aesthetics: Light as a Creative Material within Computational Design,Cesar Torres,University of California
2017,CHI Human-Computer Interaction,Illumination Aesthetics: Light as a Creative Material within Computational Design,Jasper O'Leary,University of California
2017,CHI Human-Computer Interaction,Illumination Aesthetics: Light as a Creative Material within Computational Design,Molly Nicholas,University of California
2017,CHI Human-Computer Interaction,Illumination Aesthetics: Light as a Creative Material within Computational Design,Eric Paulos,University of California
2017,CHI Human-Computer Interaction,Empowered participation: How Citizens Use Technology in Local Governance,Sheena Erete,DePaul UniversityJennifer O. Burrell
2017,CHI Human-Computer Interaction,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,Tara Matthews,Google
2017,CHI Human-Computer Interaction,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,Kathleen O'Leary,University of Washington
2017,CHI Human-Computer Interaction,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,Anna Turner,Google
2017,CHI Human-Computer Interaction,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,Manya Sleeper,Google
2017,CHI Human-Computer Interaction,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,Jill Palzkill Woelfer,Google
2017,CHI Human-Computer Interaction,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,Martin Shelton,Google
2017,CHI Human-Computer Interaction,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,Cori Manthorne,Community Overcoming Relationship Abuse
2017,CHI Human-Computer Interaction,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,Elizabeth F. Churchill,Google
2017,CHI Human-Computer Interaction,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,Sunny Consolvo,Google
2017,CHI Human-Computer Interaction,ShareVR: Enabling Co-Located Experiences for Virtual Reality between HMD and Non-HMD Users,Jan Gugenheimer,University of Ulm
2017,CHI Human-Computer Interaction,ShareVR: Enabling Co-Located Experiences for Virtual Reality between HMD and Non-HMD Users,Evgeny Stemasov,University of Ulm
2017,CHI Human-Computer Interaction,ShareVR: Enabling Co-Located Experiences for Virtual Reality between HMD and Non-HMD Users,Julian Frommel,University of Ulm
2017,CHI Human-Computer Interaction,ShareVR: Enabling Co-Located Experiences for Virtual Reality between HMD and Non-HMD Users,Enrico Rukzio,University of Ulm
2017,CHI Human-Computer Interaction,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,Daniel A. Epstein,University of Washington
2017,CHI Human-Computer Interaction,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,Nicole B. Lee,Independent Researcher
2017,CHI Human-Computer Interaction,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,Jennifer H. Kang,University of Washington
2017,CHI Human-Computer Interaction,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,Elena Agapie,University of Washington
2017,CHI Human-Computer Interaction,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,Jessica Schroeder,University of Washington
2017,CHI Human-Computer Interaction,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,Laura R. Pina,University of Washington
2017,CHI Human-Computer Interaction,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,James Fogarty,University of Washington
2017,CHI Human-Computer Interaction,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,Julie A. Kientz,University of Washington
2017,CHI Human-Computer Interaction,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,Sean Munson,University of Washington
2017,CHI Human-Computer Interaction,Explaining the Gap: Visualizing One's Predictions Improves Recall and Comprehension of Data,Yea-Seul Kim,University of Washington
2017,CHI Human-Computer Interaction,Explaining the Gap: Visualizing One's Predictions Improves Recall and Comprehension of Data,Katharina Reinecke,University of Washington
2017,CHI Human-Computer Interaction,Explaining the Gap: Visualizing One's Predictions Improves Recall and Comprehension of Data,Jessica Hullman,University of Washington
2017,CHI Human-Computer Interaction,mHealth for Maternal Mental Health: Everyday Wisdom in Ethical Design,Marguerite Barry,Trinity College Dublin
2017,CHI Human-Computer Interaction,mHealth for Maternal Mental Health: Everyday Wisdom in Ethical Design,Kevin Doherty,Trinity College Dublin
2017,CHI Human-Computer Interaction,mHealth for Maternal Mental Health: Everyday Wisdom in Ethical Design,Jose Marcano Belisario,Imperial College London
2017,CHI Human-Computer Interaction,mHealth for Maternal Mental Health: Everyday Wisdom in Ethical Design,Josip Car,Imperial College London
2017,CHI Human-Computer Interaction,mHealth for Maternal Mental Health: Everyday Wisdom in Ethical Design,Cecily Morrison,Imperial College London
2017,CHI Human-Computer Interaction,mHealth for Maternal Mental Health: Everyday Wisdom in Ethical Design,Gavin Doherty,Trinity College Dublin
2017,CHI Human-Computer Interaction,A Critical Lens on Dementia and Design in HCI,Amanda Lazar,Northwestern University
2017,CHI Human-Computer Interaction,A Critical Lens on Dementia and Design in HCI,Caroline Edasis,Mather LifeWays
